angle,correction,derived,rotát-ion,x_pos,y_pos,p,i,d,bat,time
0.133889971, 0.698372341487949, 0.0015913238995734858, 0.09117606632183797, 100.00768455267078, 0.15913218847132052, 0.3417112374252962, 0.014949866637356706, 0.3417112374252962, 7.985625, 0.05727958679199219
0.380960313, 2.3730247813861536, 0.0037670627834592713, 0.21583577769883222, 100.01429446928768, 0.37670360549980164, 1.3209962824093422, 0.07274345399276543, 0.979285044984046, 7.983750000000001, 0.07317256927490234
0.4452199050000001, 0.27523080630897045, 0.006144342758497393, 0.3520404777996608, 100.02050386139865, 0.6144226778255205, 0.7454354176027143, 0.10535625351288416, -0.5755608648066279, 7.998375, 0.08913683891296387
0.4636848960000001, -1.26780011212146, 0.008763131778046256, 0.5020776145340448, 100.02241298191011, 0.8762795326119275, -0.3071417482723571, 0.09191880202596854, -1.0525771658750713, 8.023125, 0.10537838935852051
0.6059350200000001, -0.9249056924230077, 0.011989442624694174, 0.6869115486068095, 100.05122878659316, 1.1988580995972704, -0.647812228854475, 0.06357701701358526, -0.3406704805821179, 8.022, 0.12163615226745605
0.6948249670000001, -2.5559626271549285, 0.01561608428610945, 0.8946630020472777, 100.05086030608763, 1.5614180548825825, -1.5987042803782208, -0.006366295252961892, -0.9508920515237458, 7.975875, 0.13732481002807617
0.740236416, -4.59412580669623, 0.01952596794228266, 1.1186134063254733, 100.0538680417079, 1.9522246737620177, -3.0270159226037867, -0.13879824186687756, -1.428311642225566, 8.01375, 0.15342044830322266
0.839115638, -5.643207831513798, 0.023756921821783333, 1.360915363519921, 100.03961833266575, 2.3750220557846764, -4.1743978041593675, -0.3214281457988499, -1.1473818815555807, 8.00175, 0.16920232772827148
0.9127747429999999, -7.515690447938633, 0.02807411017794271, 1.60810563635163, 100.05289055300156, 2.8063053328952052, -5.56264714681304, -0.5647939584719204, -1.3882493426536726, 8.00775, 0.18537664413452148
0.9971374259999999, -9.406606174010971, 0.032791544476455034, 1.878144114828874, 100.03663361807436, 3.277392854746438, -7.048053510630993, -0.8731462995620263, -1.4854063638179529, 7.722, 0.20131587982177734
1.083190611, -11.659897781753326, 0.03796175398841412, 2.1740043720288864, 100.05507882331747, 3.7934430274427933, -8.726510088231091, -1.2549311159221364, -1.6784565776000981, 7.998375, 0.2176661491394043
1.2507568900000001, -12.312868829726645, 0.04297574982081674, 2.460814859543462, 100.08042090681188, 4.29361184291848, -9.680463756347693, -1.678451405262348, -0.9539536681166023, 7.97025, 0.23330116271972656
1.2996873370000002, -15.89703082465801, 0.048232917002418045, 2.761402515944548, 100.09270615257827, 4.817690983190394, -11.693721431556382, -2.1900517178929397, -2.0132576752086884, 7.994625, 0.24921011924743652
1.404434993, -17.638434529008062, 0.0535367199488921, 3.0645025307780736, 100.11198850656913, 5.346016153406966, -13.280540302224589, -2.7710753561152655, -1.586818870668207, 7.98, 0.2651994228363037
1.5228980580000002, -19.58065985737695, 0.05876769597319497, 3.363272663717815, 100.14247290466164, 5.866647678483266, -14.72299684574252, -3.4152064681165006, -1.442456543517931, 8.00625, 0.2811870574951172
