x,y
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
420, 206
421, 206
420, 206
420, 206
420, 206
420, 206
420, 205
420, 205
420, 205
420, 206
421, 205
420, 205
420, 206
421, 205
420, 205
420, 206
421, 205
420, 205
421, 205
421, 205
421, 205
421, 205
421, 205
421, 205
421, 205
421, 205
421, 206
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
421, 206
421, 205
421, 205
421, 205
421, 205
421, 206
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 206
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
420, 205
420, 205
421, 205
420, 205
420, 205
421, 205
421, 205
421, 205
421, 205
421, 205
420, 206
421, 205
421, 205
420, 206
421, 205
421, 205
420, 205
421, 205
421, 205
420, 206
420, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
421, 205
421, 205
421, 205
421, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 206
421, 205
421, 205
420, 206
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 205
421, 205
421, 205
420, 206
421, 205
421, 205
421, 205
421, 205
421, 205
421, 205
421, 205
421, 205
421, 205
421, 205
421, 205
420, 205
