x,y
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 195
397, 195
397, 196
397, 196
398, 195
397, 196
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 195
397, 195
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 196
397, 195
397, 196
397, 196
397, 196
397, 196
397, 196
397, 195
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 195
397, 196
397, 196
397, 196
397, 196
397, 195
397, 195
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
398, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 196
397, 195
397, 196
397, 196
398, 196
397, 196
